Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
07-Aug-2012,Cycling - Track Sprint Women - Olympic Games 2012,1,G,"Anna Meares (AUS, 21 Sep 1983)",Australia,,28-321,
06-Aug-2012,Cycling - Track Elimination Women - Olympic Games 2012 Elimination,1,,"Laura Kenny (ENG, 24 Apr 1992)",Great Britain,,20-104,10:41.794
06-Aug-2012,Cycling - Track Flying Lap Women - Olympic Games 2012 Flying Lap,1,,"Laura Kenny (ENG, 24 Apr 1992)",Great Britain,,20-104,14.057
06-Aug-2012,Cycling - Track Points Race Women - Olympic Games 2012 Points Race,1,,"Malgorzata Wojtyra (POL, 21 Sep 1989)",Poland,,22-320,34
06-Aug-2012,Cycling - Track Sprint Men - Olympic Games 2012,1,G,"Jason Kenny (ENG, 23 Mar 1988)",Great Britain,,24-136,
05-Aug-2012,Cycling - Track 1km Time Trial Men - Olympic Games 2012 1km Time Trial,1,,"Ed Clancy (ENG, 12 Mar 1985)",Great Britain,,27-146,1:00.981
05-Aug-2012,Cycling - Track 4km Individual Pursuit Men - Olympic Games 2012 4km Individual Pursuit,1,,"Lasse Hansen (DEN, 11 Feb 1992)",Denmark,,20-176,4:20.674
05-Aug-2012,Cycling - Track Omnium Men - Olympic Games 2012,1,G,"Lasse Hansen (DEN, 11 Feb 1992)",Denmark,,20-176,27
05-Aug-2012,Cycling - Track Scratch Men - Olympic Games 2012 Scratch,1,,"Zach Bell (CAN, 14 Nov 1982)",Canada,,29-265,16:38.293
04-Aug-2012,Cycling - Track Elimination Men - Olympic Games 2012 Elimination,1,,"Bryan Coquard (FRA, 25 Apr 1992)",France,,20-101,11:01.964
04-Aug-2012,Cycling - Track Flying Lap Men - Olympic Games 2012 Flying Lap,1,,"Ed Clancy (ENG, 12 Mar 1985)",Great Britain,,27-145,12.556
04-Aug-2012,Cycling - Track Points Race Men - Olympic Games 2012 Points Race,1,,"Roger Kluge (GER, 05 Feb 1986)",Germany,,26-181,79
04-Aug-2012,Cycling - Track Team Pursuit Women - Olympic Games 2012,1,G,Great Britain,Great Britain,,21-323,3:14.051
04-Aug-2012,Cycling - Track Team Pursuit Women - Olympic Games 2012,1,G,"Danielle Rowe (WAL, 21 Nov 1990)",Great Britain,,21-257,3:14.051
04-Aug-2012,Cycling - Track Team Pursuit Women - Olympic Games 2012,1,G,"Laura Kenny (ENG, 24 Apr 1992)",Great Britain,,20-102,3:14.051
04-Aug-2012,Cycling - Track Team Pursuit Women - Olympic Games 2012,1,G,"Joanna Rowsell (ENG, 05 Dec 1988)",Great Britain,,23-243,3:14.051
03-Aug-2012,Cycling - Track Keirin Women - Olympic Games 2012,1,G,"Victoria Pendleton (ENG, 24 Sep 1980)",Great Britain,,31-314,
03-Aug-2012,Cycling - Track Team Pursuit Men - Olympic Games 2012,1,G,Great Britain,Great Britain,,25-104,3:51.659
03-Aug-2012,Cycling - Track Team Pursuit Men - Olympic Games 2012,1,G,"Ed Clancy (ENG, 12 Mar 1985)",Great Britain,,27-144,3:51.659
03-Aug-2012,Cycling - Track Team Pursuit Men - Olympic Games 2012,1,G,"Geraint Thomas (WAL, 25 May 1986)",Great Britain,,26-070,3:51.659
03-Aug-2012,Cycling - Track Team Pursuit Men - Olympic Games 2012,1,G,"Steven Burke (ENG, 04 Mar 1988)",Great Britain,,24-152,3:51.659
03-Aug-2012,Cycling - Track Team Pursuit Men - Olympic Games 2012,1,G,"Peter Kennaugh (IOM, 15 Jun 1989)",Great Britain,,23-049,3:51.659
02-Aug-2012,Cycling - Track Team Sprint Men - Olympic Games 2012,1,G,Great Britain,Great Britain,,26-315,42.600
02-Aug-2012,Cycling - Track Team Sprint Men - Olympic Games 2012,1,G,"Philip Hindes (ENG, 22 Sep 1992)",Great Britain,,19-315,42.600
02-Aug-2012,Cycling - Track Team Sprint Men - Olympic Games 2012,1,G,"Jason Kenny (ENG, 23 Mar 1988)",Great Britain,,24-132,42.600
02-Aug-2012,Cycling - Track Team Sprint Men - Olympic Games 2012,1,G,"Chris Hoy (SCO, 23 Mar 1976)",Great Britain,,36-132,42.600
02-Aug-2012,Cycling - Track Team Sprint Women - Olympic Games 2012,1,G,Welte / Vogel,Germany,,23-252,32.798
02-Aug-2012,Cycling - Track Team Sprint Women - Olympic Games 2012,1,G,"Miriam Welte (GER, 09 Dec 1986)",Germany,,25-237,32.798
02-Aug-2012,Cycling - Track Team Sprint Women - Olympic Games 2012,1,G,"Kristina Vogel (GER, 10 Nov 1990)",Germany,,21-266,32.798
19-Aug-2008,Cycling - Track Madison Men - Olympic Games 2008,1,G,Curuchet / Pérez,Argentina,,38-199,
19-Aug-2008,Cycling - Track Madison Men - Olympic Games 2008,1,G,"Juan Curuchet (ARG, 04 Feb 1965)",Argentina,,43-197,
19-Aug-2008,Cycling - Track Madison Men - Olympic Games 2008,1,G,"Walter Pérez (ARG, 31 Jan 1975)",Argentina,,33-201,
19-Aug-2008,Cycling - Track Sprint Men - Olympic Games 2008,1,G,"Chris Hoy (SCO, 23 Mar 1976)",Great Britain,,32-149,
19-Aug-2008,Cycling - Track Sprint Women - Olympic Games 2008,1,G,"Victoria Pendleton (ENG, 24 Sep 1980)",Great Britain,,27-330,
18-Aug-2008,Cycling - Track Points Race Women - Olympic Games 2008,1,G,"Marianne Vos (NED, 13 May 1987)",Netherlands,,21-097,30
18-Aug-2008,Cycling - Track Team Pursuit Men - Olympic Games 2008,1,G,Great Britain,Great Britain,,26-344,3:53.314
18-Aug-2008,Cycling - Track Team Pursuit Men - Olympic Games 2008,1,G,"Ed Clancy (ENG, 12 Mar 1985)",Great Britain,,23-159,3:53.314
18-Aug-2008,Cycling - Track Team Pursuit Men - Olympic Games 2008,1,G,"Paul Manning (ENG, 06 Nov 1974)",Great Britain,,33-286,3:53.314
18-Aug-2008,Cycling - Track Team Pursuit Men - Olympic Games 2008,1,G,"Geraint Thomas (WAL, 25 May 1986)",Great Britain,,22-085,3:53.314
18-Aug-2008,Cycling - Track Team Pursuit Men - Olympic Games 2008,1,G,"Bradley Wiggins (ENG, 28 Apr 1980)",Great Britain,,28-112,3:53.314
17-Aug-2008,Cycling - Track 3km Individual Pursuit Women - Olympic Games 2008,1,G,"Rebecca Romero (GBR, 24 Jan 1980)",Great Britain,,28-206,3:28.321
16-Aug-2008,Cycling - Track 4km Individual Pursuit Men - Olympic Games 2008,1,G,"Bradley Wiggins (ENG, 28 Apr 1980)",Great Britain,,28-110,4:16.977
16-Aug-2008,Cycling - Track Keirin Men - Olympic Games 2008,1,G,"Chris Hoy (SCO, 23 Mar 1976)",Great Britain,,32-146,
16-Aug-2008,Cycling - Track Points Race Men - Olympic Games 2008,1,G,"Joan Llaneras (ESP, 17 May 1969)",Spain,,39-091,60
15-Aug-2008,Cycling - Track Team Sprint Men - Olympic Games 2008,1,G,Great Britain,Great Britain,,29-132,43.128
15-Aug-2008,Cycling - Track Team Sprint Men - Olympic Games 2008,1,G,"Chris Hoy (SCO, 23 Mar 1976)",Great Britain,,32-145,43.128
15-Aug-2008,Cycling - Track Team Sprint Men - Olympic Games 2008,1,G,"Jason Kenny (ENG, 23 Mar 1988)",Great Britain,,20-145,43.128
15-Aug-2008,Cycling - Track Team Sprint Men - Olympic Games 2008,1,G,"Jamie Staff (ENG, 30 Apr 1973)",Great Britain,,35-107,43.128
25-Aug-2004,Cycling - Track Keirin Men - Olympic Games 2004,1,G,"Ryan Bayley (AUS, 09 Mar 1982)",Australia,,22-169,
25-Aug-2004,Cycling - Track Madison Men - Olympic Games 2004,1,G,"O'Grady / Brown",Australia,,28-079,22
25-Aug-2004,Cycling - Track Madison Men - Olympic Games 2004,1,G,"Graeme Brown (AUS, 09 Apr 1979)",Australia,,25-138,22
25-Aug-2004,Cycling - Track Madison Men - Olympic Games 2004,1,G,"Stuart O'Grady (AUS, 06 Aug 1973)",Australia,,31-019,22
25-Aug-2004,Cycling - Track Points Race Women - Olympic Games 2004,1,G,"Olga Slyusareva (RUS, 28 Apr 1969)",Russia,,35-119,20
24-Aug-2004,Cycling - Track Points Race Men - Olympic Games 2004,1,G,"Mikhail Ignatiev (RUS, 07 May 1985)",Russia,,19-109,93
24-Aug-2004,Cycling - Track Sprint Men - Olympic Games 2004,1,G,"Ryan Bayley (AUS, 09 Mar 1982)",Australia,,22-168,
24-Aug-2004,Cycling - Track Sprint Women - Olympic Games 2004,1,G,"Lori-Ann Muenzer (CAN, 21 May 1966)",Canada,,38-095,
23-Aug-2004,Cycling - Track Team Pursuit Men - Olympic Games 2004,1,G,Australia,Australia,,25-343,3:58.233
23-Aug-2004,Cycling - Track Team Pursuit Men - Olympic Games 2004,1,G,"Luke Roberts (AUS, 25 Jan 1977)",Australia,,27-211,3:58.233
23-Aug-2004,Cycling - Track Team Pursuit Men - Olympic Games 2004,1,G,"Brett Lancaster (AUS, 15 Nov 1979)",Australia,,24-282,3:58.233
23-Aug-2004,Cycling - Track Team Pursuit Men - Olympic Games 2004,1,G,"Graeme Brown (AUS, 09 Apr 1979)",Australia,,25-136,3:58.233
23-Aug-2004,Cycling - Track Team Pursuit Men - Olympic Games 2004,1,G,"Bradley McGee (AUS, 24 Feb 1976)",Australia,,28-181,3:58.233
23-Aug-2004,Cycling - Track Team Pursuit Men - Olympic Games 2004,1,G,"Stephen Wooldridge (AUS, 17 Oct 1977)",Australia,,26-311,
23-Aug-2004,Cycling - Track Team Pursuit Men - Olympic Games 2004,1,G,"Peter Dawson (AUS, 04 Feb 1982)",Australia,,22-201,
22-Aug-2004,Cycling - Track 3km Individual Pursuit Women - Olympic Games 2004,1,G,"Sarah Ulmer (NZL, 14 Mar 1976)",New Zealand,,28-161,3:24.537
21-Aug-2004,Cycling - Track 4km Individual Pursuit Men - Olympic Games 2004,1,G,"Bradley Wiggins (ENG, 28 Apr 1980)",Great Britain,,24-115,4:16.304
21-Aug-2004,Cycling - Track Team Sprint Men - Olympic Games 2004,1,G,Germany,Germany,,29-045,43.980
21-Aug-2004,Cycling - Track Team Sprint Men - Olympic Games 2004,1,G,"René Wolff (GER, 04 Apr 1978)",Germany,,26-139,43.980
21-Aug-2004,Cycling - Track Team Sprint Men - Olympic Games 2004,1,G,"Stefan Nimke (GER, 01 Mar 1978)",Germany,,26-173,43.980
21-Aug-2004,Cycling - Track Team Sprint Men - Olympic Games 2004,1,G,"Jens Fiedler (GER, 15 Feb 1970)",Germany,,34-188,43.980
20-Aug-2004,Cycling - Track 1km Time Trial Men - Olympic Games 2004,1,G,"Chris Hoy (SCO, 23 Mar 1976)",Great Britain,,28-150,1:00.711
20-Aug-2004,Cycling - Track 500m Time Trial Women - Olympic Games 2004,1,G,"Anna Meares (AUS, 21 Sep 1983)",Australia,,20-334,33.952
01-Oct-2000,Cycling - Track Keirin Men - Olympic Games 2000,1,G,"Florian Rousseau (FRA, 03 Feb 1974)",France,,26-241,
01-Oct-2000,Cycling - Track Madison Men - Olympic Games 2000,1,G,McGrory / B. Aitken,Australia,,30-084,26
01-Oct-2000,Cycling - Track Madison Men - Olympic Games 2000,1,G,"Brett Aitken (AUS, 25 Jan 1971)",Australia,,29-250,26
01-Oct-2000,Cycling - Track Madison Men - Olympic Games 2000,1,G,"Scott McGrory (AUS, 22 Dec 1969)",Australia,,30-284,26
01-Oct-2000,Cycling - Track Points Race Women - Olympic Games 2000,1,G,"Antonella Bellutti (ITA, 07 Nov 1968)",Italy,,31-329,19
20-Sep-2000,Cycling - Track Points Race Men - Olympic Games 2000,1,G,"Joan Llaneras (ESP, 17 May 1969)",Spain,,31-126,14
20-Sep-2000,Cycling - Track Sprint Men - Olympic Games 2000,1,G,"Marty Nothstein (USA, 10 Feb 1971)",United States,,29-223,
20-Sep-2000,Cycling - Track Sprint Women - Olympic Games 2000,1,G,"Felicia Ballanger (FRA, 12 Jun 1971)",France,,29-100,
19-Sep-2000,Cycling - Track Team Pursuit Men - Olympic Games 2000,1,G,Germany,Germany,,27-162,3:59.710
19-Sep-2000,Cycling - Track Team Pursuit Men - Olympic Games 2000,1,G,"Guido Fulst (GER, 07 Jul 1970)",Germany,,30-074,3:59.710
19-Sep-2000,Cycling - Track Team Pursuit Men - Olympic Games 2000,1,G,"Robert Bartko (GER, 23 Dec 1975)",Germany,,24-271,3:59.710
19-Sep-2000,Cycling - Track Team Pursuit Men - Olympic Games 2000,1,G,"Daniel Becke (GER, 12 Mar 1978)",Germany,,22-191,3:59.710
19-Sep-2000,Cycling - Track Team Pursuit Men - Olympic Games 2000,1,G,"Jens Lehmann (GER, 19 Dec 1967)",Germany,,32-275,3:59.710
19-Sep-2000,Cycling - Track Team Pursuit Men - Olympic Games 2000,1,G,"Olaf Pollack (GER, 20 Sep 1973)",Germany,,26-365,
17-Sep-2000,Cycling - Track 3km Individual Pursuit Women - Olympic Games 2000,1,G,"Leontien Zijlaard-van Moorsel (NED, 22 Mar 1970)",Netherlands,,30-179,3:33.360
17-Sep-2000,Cycling - Track 4km Individual Pursuit Men - Olympic Games 2000,1,G,"Robert Bartko (GER, 23 Dec 1975)",Germany,,24-269,4:18.515
17-Sep-2000,Cycling - Track Team Sprint Men - Olympic Games 2000,1,G,France,France,,25-195,44.233
17-Sep-2000,Cycling - Track Team Sprint Men - Olympic Games 2000,1,G,"Laurent Gané (FRA, 07 Mar 1973)",France,,27-194,44.233
17-Sep-2000,Cycling - Track Team Sprint Men - Olympic Games 2000,1,G,"Florian Rousseau (FRA, 03 Feb 1974)",France,,26-227,44.233
17-Sep-2000,Cycling - Track Team Sprint Men - Olympic Games 2000,1,G,"Arnaud Tournant (FRA, 05 Apr 1978)",France,,22-165,44.233
16-Sep-2000,Cycling - Track 1km Time Trial Men - Olympic Games 2000,1,G,"Jason Queally (ENG, 11 May 1970)",Great Britain,,30-128,1:01.609
16-Sep-2000,Cycling - Track 500m Time Trial Women - Olympic Games 2000,1,G,"Felicia Ballanger (FRA, 12 Jun 1971)",France,,29-096,34.140
04-Aug-1996,Cycling - Track Points Race Women - Olympic Games 1996,1,G,"Nathalie Lancien (FRA, 07 Mar 1970)",France,,26-150,24
28-Jul-1996,Cycling - Track 3km Individual Pursuit Women - Olympic Games 1996,1,G,"Antonella Bellutti (ITA, 07 Nov 1968)",Italy,,27-264,3:33.595
28-Jul-1996,Cycling - Track Points Race Men - Olympic Games 1996,1,G,"Silvio Martinello (ITA, 19 Jan 1963)",Italy,,33-191,37
28-Jul-1996,Cycling - Track Sprint Men - Olympic Games 1996,1,G,"Jens Fiedler (GER, 15 Feb 1970)",Germany,,26-164,
27-Jul-1996,Cycling - Track Sprint Women - Olympic Games 1996,1,G,"Felicia Ballanger (FRA, 12 Jun 1971)",France,,25-045,
26-Jul-1996,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1996,1,G,"Andrea Collinelli (ITA, 02 Jul 1969)",Italy,,27-024,4:20.893
26-Jul-1996,Cycling - Track Team Pursuit Men - Olympic Games 1996,1,G,France,France,,29-008,
26-Jul-1996,Cycling - Track Team Pursuit Men - Olympic Games 1996,1,G,"Christophe Capelle (FRA, 15 Aug 1967)",France,,28-346,
26-Jul-1996,Cycling - Track Team Pursuit Men - Olympic Games 1996,1,G,"Philippe Ermenault (FRA, 29 Apr 1969)",France,,27-088,
26-Jul-1996,Cycling - Track Team Pursuit Men - Olympic Games 1996,1,G,"Jean-Michel Monin (FRA, 07 Sep 1967)",France,,28-323,
26-Jul-1996,Cycling - Track Team Pursuit Men - Olympic Games 1996,1,G,"Francis Moreau (FRA, 21 Jul 1965)",France,,31-005,
24-Jul-1996,Cycling - Track 1km Time Trial Men - Olympic Games 1996,1,G,"Florian Rousseau (FRA, 03 Feb 1974)",France,,22-172,1:02.712
09-Aug-1992,Cycling - Track 3km Individual Pursuit Women - Olympic Games 1992,1,G,"Petra Rossner (GER, 14 Nov 1966)",Germany,,25-269,
09-Aug-1992,Cycling - Track Points Race Men - Olympic Games 1992,1,G,"Giovanni Lombardi (ITA, 20 Jun 1969)",Italy,,23-050,44
09-Aug-1992,Cycling - Track Sprint Women - Olympic Games 1992,1,G,"Erika Salumäe (EST, 11 Jun 1962)",Estonia,,30-059,
31-Jul-1992,Cycling - Track Sprint Men - Olympic Games 1992,1,G,"Jens Fiedler (GER, 15 Feb 1970)",Germany,,22-167,
31-Jul-1992,Cycling - Track Team Pursuit Men - Olympic Games 1992,1,G,Germany,Germany,,23-036,4:08.791
31-Jul-1992,Cycling - Track Team Pursuit Men - Olympic Games 1992,1,G,"Michael Glöckner (GER, 27 May 1969)",Germany,,23-065,4:08.791
31-Jul-1992,Cycling - Track Team Pursuit Men - Olympic Games 1992,1,G,"Jens Lehmann (GER, 19 Dec 1967)",Germany,,24-225,4:08.791
31-Jul-1992,Cycling - Track Team Pursuit Men - Olympic Games 1992,1,G,"Stefan Steinweg (GER, 24 Feb 1969)",Germany,,23-158,4:08.791
31-Jul-1992,Cycling - Track Team Pursuit Men - Olympic Games 1992,1,G,"Guido Fulst (GER, 07 Jul 1970)",Germany,,22-024,
31-Jul-1992,Cycling - Track Team Pursuit Men - Olympic Games 1992,1,G,"Andreas Walzer (GER, 20 May 1970)",Germany,,22-072,4:08.791
29-Jul-1992,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1992,1,G,"Chris Boardman (ENG, 26 Aug 1968)",Great Britain,,23-338,
27-Jul-1992,Cycling - Track 1km Time Trial Men - Olympic Games 1992,1,G,"José Manuel Moreno (ESP, 07 May 1969)",Spain,,23-081,1:03.342
02-Oct-1988,Cycling - Track Sprint Women - Olympic Games 1988,1,G,"Erika Salumäe (EST, 11 Jun 1962)",Soviet Union,,26-113,
24-Sep-1988,Cycling - Track Points Race Men - Olympic Games 1988,1,G,"Dan Frost (DEN, 22 May 1961)",Denmark,,27-125,
24-Sep-1988,Cycling - Track Sprint Men - Olympic Games 1988,1,G,"Lutz Heßlich (GER, 17 Jan 1959)",East Germany,,29-251,
24-Sep-1988,Cycling - Track Team Pursuit Men - Olympic Games 1988,1,G,Soviet Union,Soviet Union,,21-177,
24-Sep-1988,Cycling - Track Team Pursuit Men - Olympic Games 1988,1,G,"Arturas Kasputis (LTU, 26 Feb 1967)",Soviet Union,,21-211,
24-Sep-1988,Cycling - Track Team Pursuit Men - Olympic Games 1988,1,G,"Dmitri Neliubin (RUS, 08 Feb 1971)",Soviet Union,,17-229,
24-Sep-1988,Cycling - Track Team Pursuit Men - Olympic Games 1988,1,G,"Gintautas Umaras (LTU, 20 May 1963)",Soviet Union,,25-127,
24-Sep-1988,Cycling - Track Team Pursuit Men - Olympic Games 1988,1,G,"Viatcheslav Ekimov (RUS, 04 Feb 1966)",Soviet Union,,22-233,
24-Sep-1988,Cycling - Track Team Pursuit Men - Olympic Games 1988,1,G,"Mindaugas Umaras (LTU, 01 Jul 1968)",Soviet Union,,20-085,
22-Sep-1988,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1988,1,G,"Gintautas Umaras (LTU, 20 May 1963)",Soviet Union,,25-125,
20-Sep-1988,Cycling - Track 1km Time Trial Men - Olympic Games 1988,1,G,"Alexandre Kiritchenko (RUS, 13 Aug 1967)",Soviet Union,,21-038,1:04.499
03-Aug-1984,Cycling - Track Points Race Men - Olympic Games 1984,1,G,"Roger Ilegems (BEL, 13 Dec 1962)",Belgium,,21-234,
03-Aug-1984,Cycling - Track Sprint Men - Olympic Games 1984,1,G,"Mark Gorski (USA, 06 Jan 1960)",United States,,24-210,
03-Aug-1984,Cycling - Track Team Pursuit Men - Olympic Games 1984,1,G,Australia,Australia,,23-327,4:25.990
03-Aug-1984,Cycling - Track Team Pursuit Men - Olympic Games 1984,1,G,"Kevin Nichols (AUS, 04 Jul 1955)",Australia,,29-030,4:25.990
03-Aug-1984,Cycling - Track Team Pursuit Men - Olympic Games 1984,1,G,"Michael Grenda (AUS, 24 Apr 1962)",Australia,,22-101,4:25.990
03-Aug-1984,Cycling - Track Team Pursuit Men - Olympic Games 1984,1,G,"Dean Woods (AUS, 22 Jun 1966)",Australia,,18-042,4:25.990
03-Aug-1984,Cycling - Track Team Pursuit Men - Olympic Games 1984,1,G,"Michael Turtur (AUS, 02 Jul 1958)",Australia,,26-032,4:25.990
01-Aug-1984,Cycling - Track 4km Individual Pursuit Men - Olympic Games 1984,1,G,"Steve Hegg (USA, 03 Dec 1963)",United States,,20-242,
30-Jul-1984,Cycling - Track 1km Time Trial Men - Olympic Games 1984,1,G,"Fredy Schmidtke (GER, 01 Jul 1961)",West Germany,,23-029,1:06.104
03-Aug-1980,Cycling - Track Team Pursuit Men - Olympic Games 1980,1,G,Soviet Union,Soviet Union,,22-271,4:15.7
03-Aug-1980,Cycling - Track Team Pursuit Men - Olympic Games 1980,1,G,"Valery Movchan (UKR, 14 Jun 1959)",Soviet Union,,21-050,4:15.7
03-Aug-1980,Cycling - Track Team Pursuit Men - Olympic Games 1980,1,G,"Viktor Manakov (RUS, 28 Jul 1960)",Soviet Union,,20-006,4:15.7
03-Aug-1980,Cycling - Track Team Pursuit Men - Olympic Games 1980,1,G,"Vladimir Osokin (RUS, 08 Jan 1954)",Soviet Union,,26-208,4:15.7
03-Aug-1980,Cycling - Track Team Pursuit Men - Olympic Games 1980,1,G,"Vitaly Petrakov (RUS, 10 Dec 1954)",Soviet Union,,25-237,4:15.7
03-Aug-1980,Cycling - Track Team Pursuit Men - Olympic Games 1980,1,G,"Alexandre Krasnov (URS, 07 Apr 1960)",Soviet Union,,20-118,
